area,crawl_time,decoration,elevator,flood,follow_number,house_id,location,look_number,orientation,pub_duration,room,title,total_price,total_unit,unit_price,xiaoqu
80.5,2019-06-26 12:50:00,精装,有电梯,低楼层(共12层)2000年建塔楼,34,6ac6b7ccdbb45d8dd73f87f18cf038fa,大石,8,北,9天以前,2室1厅,交通便利 采光好 小区环境安静,195,万,24224,金城花园 
55.08,2019-06-26 12:50:00,简装,无电梯,高楼层(共8层)塔楼,40,55041ce9e794b89f6432e177a0cf1af3,江南西,4,南,11天以前,2室1厅,江南西电梯小两房 总价低 厅出阳台东南靓向,210,万,38127,江南西路 
70.3,2019-06-26 12:50:00,精装,无电梯,高楼层(共8层)2000年建塔楼,52,3d47ec70c95233f11a81bcdda12ae825,大石,19,南,2个月以前,2室1厅,金城花园 2室1厅 168.5万,168.5,万,23969,金城花园 
90.38,2019-06-26 12:50:00,简装,有电梯,中楼层(共9层)1995年建塔楼,17,8c3e4d3d7bdc372d2b08a7e92d39c2e0,沙太南,3,南,10个月以前,3室2厅,侨乐新村电梯房  南向三房 小区管理 天平架地铁站,305,万,33747,侨乐新村 
47,2019-06-26 12:50:00,精装,无电梯,中楼层(共7层)1991年建塔楼,15,6739abd17cc70717370f3d79ea73b328,黄花岗,7,西南 北,21天以前,2室1厅,广工大院 中层精装两房 户型方正,235,万,50000,广工大院 
114.88,2019-06-26 12:50:00,精装,有电梯,中楼层(共28层)塔楼,10,5c9484e91cd0e7fdfd1d944a635b3577,神岗镇,14,西南 东北,28天以前,3室2厅,南北对流 采光清晰 老少皆宜居住,160,万,13928,珠江壹城 
84.63,2019-06-26 12:50:00,简装,无电梯,低楼层(共9层)2000年建塔楼,13,5c5524af05596927aff4e244d6ee6a75,新市,5,东北,4个月以前,3室2厅,汇侨新城南区 实用三房 东北向采光好,227,万,26823,汇侨新城南区 
103.48,2019-06-26 12:50:00,精装,有电梯,高楼层(共18层)2013年建塔楼,76,3a9c70adabff8a8f7958d83198047fd8,金洲,13,南,2个月以前,3室2厅,碧桂园豪庭 精装三房二卫 看房方便,223,万,21551,南沙碧桂园豪庭 
72.89,2019-06-26 12:50:00,精装,有电梯,高楼层(共33层)2007年建塔楼,12,4229d75a7151f42fca86f1d891c8cb71,黄埔区府,4,南,1个月以前,2室2厅,金碧领秀国际 南向两房，格局方正实用,300,万,41158,金碧领秀国际 
92,2019-06-26 12:50:00,精装,无电梯,高楼层(共6层)2002年建塔楼,33,954bd5705492010d90e19ed160a6a5cc,番禺客运站,6,北,7个月以前,3室2厅,此房比较近小区北门，出入方便，业主诚心放卖,220,万,23914,金海岸花园金石碧苑 
108.92,2019-06-26 12:50:00,精装,有电梯,高楼层(共28层)2002年建塔楼,53,4d48657e7dd243693bddc85dd600c319,杨箕,11,南 北,2个月以前,3室2厅,金迪大厦 精装修正规三房两厅 厅出阳台南向 高楼层,618,万,56739,金迪大厦 
111,2019-06-26 12:50:00,简装,有电梯,中楼层(共31层)2016年建塔楼,11,ba29336a9f5fe26a7b99004bd20bf2cd,亚运城,1,南,13天以前,3室2厅,尚上名筑 南向三房 视野开阔  高层瞰江 望别墅区,275,万,24775,尚上名筑二期 
121.41,2019-06-26 12:50:00,精装,有电梯,低楼层(共21层)1996年建塔楼,10,c67ad8de0eee47fc5056426e968cd83d,淘金,6,东南,27天以前,3室2厅,东南向3房    交通便利    带一平台花园,650,万,53538,侨福苑 
84.68,2019-06-26 12:50:00,精装,有电梯,中楼层(共30层)2008年建塔楼,28,0e1dc50bd51d0379dd9d1822941b5669,东山口,15,东南,9天以前,3室1厅,三房全明屋 东南向通风采光好 装修风格温馨舒适,548,万,64715,御东和府 
108.97,2019-06-26 12:50:00,精装,有电梯,高楼层(共32层)塔楼,6,cc8974c7dcc74860cb6c9b656b52add4,荔城西区,6,南,6个月以前,3室2厅,锦绣御景国际二期 3室2厅 236万,236,万,21658,锦绣御景国际二期 
66.3,2019-06-26 12:50:00,精装,有电梯,低楼层(共28层)1995年建塔楼,15,1cd3ddcf9ef2506a74c4792d8b1c4295,华景新城,4,东南,16天以前,2室2厅,加拿大花园 南向望花园两房 少有厅出阳台户型 诚心,280,万,42233,加拿大花园 
123,2019-06-26 12:50:00,精装,无电梯,中楼层(共28层)2014年建塔楼,15,b186b35b2cb81f8238d968f9f6c0cd4c,南沙区府,5,北,1个月以前,3室2厅,区府大三 高层望湖 保养很好 交通便利 业主急卖,285,万,23171,万科府前一号 
60.03,2019-06-26 12:50:00,简装,有电梯,中楼层(共8层)板楼,14,2300ad78f9ff9590fe6abca13202b77f,江南大道中,5,南 北,1个月以前,2室1厅,江南西商圈 电梯正在动工  南北通透 江南西B口300米,250,万,41646,江南大道中 
84,2019-06-26 12:50:00,精装,有电梯,低楼层(共19层)塔楼,97,ee36b80e163ff20105c48f36be6a53cd,花东镇,2,北,3个月以前,2室2厅,富力金港城            精装2房出售,58,万,6905,富力金港城南区 
58.02,2019-06-26 12:50:00,精装,无电梯,中楼层(共9层)1998年建塔楼,6,d49484f80a9bc1bb18f9c8f0e97f9e31,天润路,4,南,25天以前,2室1厅,通风好、景观开阔安静视野开阔，不错的选择,328,万,56533,天雅阁 
105.66,2019-06-26 12:50:00,精装,有电梯,高楼层(共9层)2011年建塔楼,17,c57de6bf8af824b3322d27392b022a7c,桥南,6,南,14天以前,3室2厅,雍逸华庭 电梯三房 装修保养良好,260,万,24608,雍逸华庭 
55.3,2019-06-26 12:50:00,精装,有电梯,中楼层(共33层)2015年建塔楼,95,0d0981b0badcf16eee90c4e9deff98da,香雪,31,北,3个月以前,1室1厅,中海誉城南苑 一房一厅 望花园看房方便,145,万,26221,中海誉城南苑 
97.95,2019-06-26 12:50:00,精装,有电梯,高楼层(共23层)2010年建塔楼,28,d1d92b4858910463ecab5d4398b506a8,雅居乐,19,北,3个月以前,3室2厅,一尺山居 高楼层 可以看半个南村的景观 保养好,365,万,37264,广州雅居乐花园一尺山居 
60.28,2019-06-26 12:50:00,精装,无电梯,低楼层(共9层)塔楼,32,2abf3eb210b24474cdf3154a24e6d5a9,麓景,45,北,2个月以前,2室1厅,广园中路 低层两房 格局方正 有装修 大院管理,165,万,27373,广园中路 
78.42,2019-06-26 12:50:00,简装,无电梯,中楼层(共9层)2003年建塔楼,184,5b0f81f6560c149ba710bee89effcfb3,西关,24,南,一年前,3室1厅,逢源正街 明屋低楼层 厅出阳台,235,万,29967,龙津西路逢源正街 
76,2019-06-26 12:50:00,精装,有电梯,高楼层(共33层)塔楼,41,03ae0ec8cac141357f5065c7b85d0831,香雪,32,北,30天以前,2室2厅,万科东荟城 2室2厅 239万,239,万,31448,万科东荟城 
98.5,2019-06-26 12:50:00,精装,有电梯,高楼层(共15层)2012年建塔楼,6,3418b38346b6b6d16595e12e0b042bbd,镜湖大道,5,南,31天以前,3室2厅,豪利花园四期 高楼层精装南向望花园 环境优美安静舒适,213,万,21625,豪利花园 
128.42,2019-06-26 12:50:00,精装,有电梯,中楼层(共25层)2018年建塔楼,5,0392b2de379d0660121ccaa8fd6c3361,朱村,10,南,1个月以前,3室2厅,凤岗 碧桂园城市花园  带装南向大三房  双车位,215,万,16742,碧桂园城市花园漫绿苑 
78.14,2019-06-26 12:50:00,精装,有电梯,低楼层(共18层)2001年建塔楼,152,1c8fb708302a5dad43c25b82d3d63f94,棠下,53,东北,1个月以前,3室1厅,富力天朗明居  户型方正小三房  交通方便  通风好,335,万,42872,富力天朗明居S区 
42.01,2019-06-26 12:50:00,精装,有电梯,中楼层(共26层)2005年建塔楼,15,9bb3109e417ce80d64c80e309c02d41e,粤垦,14,东南,3个月以前,1室1厅,东莞庄路南向小户型  南向无遮挡,170,万,40467,嘉逸花园 
44.5,2019-06-26 12:50:00,简装,无电梯,低楼层(共8层)1999年建塔楼,17,e84f9f3adc1691d658cd472ff89a76bf,新港西,11,东 东南 南,15天以前,1室1厅,穗发花园 低层一房一厅  方正实用 交通便利,130.6,万,29349,穗发花园 
93.01,2019-06-26 12:50:00,精装,无电梯,中楼层(共6层)2004年建塔楼,16,479b0dd5dc3679a2bd08db404c8a3310,沙湾,10,西北,13天以前,3室2厅,业主诚心出售不是置换不割爱  步梯中层望花园,178,万,19138,丽景华苑一期 
53,2019-06-26 12:50:01,精装,有电梯,中楼层(共22层)2013年建塔楼,276,c1e7a4d23cab2f538b2a1f2fd9253cf4,大石,17,西南,4个月以前,2室2厅,大石中环品悦精装2房 电梯中高层望花园安静,187,万,35284,中环品悦 
54.32,2019-06-26 12:50:01,简装,无电梯,高楼层(共9层)塔楼,21,2f13cfb3ef5158455756a84aa5eb1d1f,西华路,5,南 西 北,3个月以前,2室1厅,西华路司马街  方正两房  采光通风好,176,万,32401,西华路司马街 
100.34,2019-06-26 12:50:01,毛坯,无电梯,低楼层(共9层)1996年建塔楼,11,a571d368f1696416ebb0ce47344cd394,员村,6,东 西,12天以前,3室2厅,百合苑B区 中楼层 安静大三房 格局方正,345,万,34384,百合苑B区 
78,2019-06-26 12:50:01,精装,有电梯,高楼层(共18层)2011年建塔楼,15,950b6a3b343259f3b84517c3c54f03bd,市桥北,6,西南,2个月以前,2室1厅,星誉花园 电梯两房 户型方正 西南向,250,万,32052,星誉花园 
100.6,2019-06-26 12:50:01,精装,无电梯,中楼层(共7层)1995年建塔楼,7,5894a423edd379cfb29ff3115e4e6144,大石,9,南,3个月以前,4室2厅,朝阳西路，朝向南，彩光充足，户型方正4房,198,万,19682,富丽家园朝阳西路 
90.13,2019-06-26 12:50:01,精装,有电梯,低楼层(共15层)2002年建塔楼,35,a03e5ab7710649214ec82b104fe6f0be,东圃,11,南,1个月以前,3室1厅,旭景家园南向三房 采光通风好 户型方正,365,万,40498,旭景家园D区 
81.82,2019-06-26 12:50:01,精装,有电梯,高楼层(共18层)2009年建塔楼,67,aa6d09dc86463389b1b499d28b068035,科学城,25,东北,2个月以前,3室1厅,龙光峰景华庭  配套成熟 交通便利,230,万,28111,龙光峰景华庭 
94.49,2019-06-26 12:50:01,精装,有电梯,低楼层(共18层)2009年建塔楼,28,969d9d69857608b3d8527d9a02a2c99e,沙村,6,东北,9个月以前,3室2厅,新世界花园 万象苑 环境好 交通便利,217,万,22966,新塘新世界花园万象苑 
78,2019-06-26 12:50:01,精装,有电梯,高楼层(共30层)2010年建塔楼,12,898120632aabc53f03cf72fd9307854f,京溪,12,东北,8个月以前,2室1厅,君华香柏广场 精装2室1厅  配套成熟,385,万,49359,恒骏花园香柏广场 
73.37,2019-06-26 12:50:01,精装,有电梯,高楼层(共15层)塔楼,13,1c4b9fbbf080d0733bdafdc7dbc82dc5,开发东区,11,北,22天以前,2室2厅,宏康和园 电梯中高层两房  户型好 采光好 价格实惠,160,万,21808,宏康花园宏康和园 
54.35,2019-06-26 12:50:01,精装,无电梯,低楼层(共9层)1996年建塔楼,21,df016aab65e63830264f6fba7a8915ee,南岸路,42,北,2个月以前,2室1厅,富力新居 2室1厅 200万,200,万,36799,富力新居 
65,2019-06-26 12:50:01,简装,有电梯,高楼层(共34层)2015年建塔楼,91,be6002c14f893e0cb48652da1f24dd53,香雪,29,南 西南,23天以前,2室2厅,万科金色梦想 高层两房 南向 证满2年 视野采光保养好,182,万,28000,万科金色梦想 
143,2019-06-26 12:50:01,精装,有电梯,低楼层(共25层)2016年建塔楼,33,b2fb596b1ef12a15085cf729e2c834e0,科学城,18,南,2个月以前,3室1厅,雅居乐富春山居 3室1厅 550万,550,万,38462,雅居乐富春山居 
110.94,2019-06-26 12:50:02,精装,有电梯,低楼层(共23层)2014年建塔楼,5,d6d1915f46bc7e822f85d2c72cd1dab8,金沙洲,7,东北,18天以前,3室2厅,御金沙 业主保养好 望花园安静舒适,420,万,37859,御金沙 
69.85,2019-06-26 12:50:02,精装,无电梯,低楼层(共8层)塔楼,3,486fd3013352b95a26354b63ce0f2153,东山口,7,东北,12天以前,3室1厅,东华东路 培正三房  精装修  低楼层,450,万,64424,东华东路 
84.38,2019-06-26 12:50:02,精装,有电梯,低楼层(共28层)2000年建塔楼,22,5f27d6e25e9ef68b131ceb93113752d8,天润路,23,南,1个月以前,2室1厅,穗园小区 厅出阳台 精致装修 拎包卖,478,万,56649,穗园小区 
71,2019-06-26 12:50:02,精装,有电梯,低楼层(共12层)2003年建塔楼,42,a883cd64475fb991ffe81a36d4fc9d19,江南大道中,5,南,1个月以前,2室1厅,江南翠菊园 低层两房 近地铁 安静舒适,298,万,41972,江南翠菊园 
97,2019-06-26 12:50:02,精装,有电梯,低楼层(共31层)塔楼,24,e5d374b4f9d4578bb617500bbbca086d,金沙洲,13,东北,3个月以前,3室2厅,金沙洲  恒大御景半岛 居中楼栋望花园 三房出售,214,万,22062,恒大御景半岛 
34.79,2019-06-26 12:50:02,精装,有电梯,中楼层(共32层)2005年建塔楼,8,c70fed3c2458d96db2428e6d0148aa83,南洲,8,北,2个月以前,1室1厅,英豪花园电梯中层景观一房 双地铁 方便看房,170,万,48865,英豪花园馨润尚寓 
73.8,2019-06-26 12:50:02,简装,无电梯,低楼层(共8层)1995年建塔楼,5,638c2cf8c929a5c3741f0b616e56f102,大石,22,南,3个月以前,3室1厅,富丽家园乳芳园 3室1厅 155万,155,万,21003,富丽家园乳芳园 
85.46,2019-06-26 12:50:02,精装,有电梯,中楼层(共8层)1992年建塔楼,30,cb447adbbf1d5201d0f1e7a374306470,大沙地,6,南 北,9个月以前,3室2厅,怡园小区 中间楼层 南北对流三房,290,万,33935,怡园小区 
62,2019-06-26 12:50:02,精装,有电梯,高楼层(共18层)2012年建塔楼,46,268921cc050f008bf570acd2382cb4c7,汉溪,20,东,1个月以前,2室1厅,自在城市花园 2室1厅 190万,190,万,30646,自在城市花园 
98.75,2019-06-26 12:50:02,精装,有电梯,中楼层(共11层)2010年建塔楼,57,535e415cdbbfed0b0fd057dd5524959b,文冲,14,南 北,一年前,3室2厅,东港花园 13号线地铁口双岗 温馨舒适大三房 望花园,315,万,31899,东港花园 
59.7,2019-06-26 12:50:02,精装,无电梯,中楼层(共8层)1994年建塔楼,204,c853087ea2946bcb7444f26b0cf8686b,市桥,43,北,3个月以前,2室1厅,小区管理，  近2年装修，装修保养好,130,万,21776,华侨城(番禺) 
62.42,2019-06-26 12:50:02,简装,有电梯,中楼层(共9层)1998年建塔楼,10,d467ef184f0b6b293044f6f7f2d18c1d,白云大道南,6,东南,2个月以前,2室1厅,金兰花园 电梯中层小两房 东南向 小区安静环境好,240,万,38450,广信金兰花园 
126.48,2019-06-26 12:50:02,精装,有电梯,中楼层(共24层)2007年建塔楼,15,f0bde72c3b0970267666c61e77a33bef,大石,17,南 北,5个月以前,3室2厅,锦绣银湾  单证 高层望江 视野开扩  满五唯一南北户型,418,万,33049,锦绣银湾 
65.73,2019-06-26 12:50:02,简装,无电梯,中楼层(共8层)1996年建塔楼,10,0ce9d881184da2af01934ef973f0aef4,客村,13,南,17天以前,2室1厅,珠影大院 客村地铁 正规中层两房,258,万,39252,珠影大院 
57.53,2019-06-26 12:50:02,简装,无电梯,高楼层(共9层)1996年建塔楼,7,d82e098e75b7c0f96fbdce88521958af,景泰,8,东南,15天以前,3室1厅,电台宿舍 东南向  实用三房 采光好  交通方便,168,万,29203,电台宿舍 
88.5,2019-06-26 12:50:02,精装,无电梯,中楼层(共6层)2004年建板楼,32,dd49b317f223de0895cd7a21a01cfe2c,市桥东,28,南,1个月以前,3室2厅,东华花园 3室2厅 220万,220,万,24859,东华花园 
84.97,2019-06-26 12:50:02,精装,有电梯,低楼层(共9层)2011年建塔楼,89,c5132877eab33f3c59c4727107303521,凤凰城,1,北,一年前,2室2厅,翡翠绿洲 森林半岛  实用两居室 户型方正,180,万,21184,翡翠绿洲森林半岛 
72.46,2019-06-26 12:50:02,精装,有电梯,低楼层(共30层)2016年建塔楼,6,b3ad1eccc76c3e5d1abd8e13bd2e41a2,科学城,21,北,8个月以前,2室2厅,金融街融穗御府 2室2厅 200万,200,万,27602,金融街融穗御府 
70.07,2019-06-26 12:50:02,精装,无电梯,低楼层(共9层)2000年建塔楼,26,282784417374b876cbb67c01c9f076c4,新市,12,东南 西南,8个月以前,2室1厅,汇侨新城 楼梯低层  通风采光好,182,万,25975,汇侨新城东区 
78,2019-06-26 12:50:02,精装,有电梯,中楼层(共18层)2002年建塔楼,3,e410568f6e303872c622f0f2c4e79fa0,番禺客运站,4,北,1个月以前,2室1厅,金海岸花园聚湖 2室1厅 270万,270,万,34616,金海岸花园聚湖 
68.1,2019-06-26 12:50:02,精装,无电梯,中楼层(共8层)1996年建塔楼,24,441f049d57cb93219c4d14aa4ab4933b,市桥,4,东南,24天以前,2室1厅,侨宫苑 2室1厅 135万,135,万,19824,侨宫苑 
105.34,2019-06-26 12:50:02,简装,有电梯,低楼层(共8层)2003年建塔楼,11,cfb507bc17792b4001dd69a1587db320,五山,6,南,21天以前,4室2厅,华工东区 冬暖夏凉 四房两厅两卫 平层电梯独户,690,万,65503,华南理工大学宿舍凤凰新村 
60,2019-06-26 12:50:02,精装,无电梯,中楼层(共8层)塔楼,80,d9c0576923873118329508e1fd16aa71,洛溪,20,东南,1个月以前,2室1厅,新吉祥楼 温馨两房 装修保养不错 南向采光好 近地铁,168,万,28000,新吉祥楼 
90.56,2019-06-26 12:50:02,简装,有电梯,中楼层(共39层)1998年建塔楼,6,098f52e2005435a37e23f09d40361a83,东风东,7,西北,8天以前,3室2厅,东风广场 3室2厅 720万,720,万,79506,东风广场 
80.6,2019-06-26 12:50:02,简装,有电梯,高楼层(共21层)1995年建塔楼,14,630e5a496dd46f80a3de783ebe1f966e,体育中心,18,南,1个月以前,2室1厅,侨怡苑 电梯  正南向大两房 厅出阳台,550,万,68239,侨怡苑 
89.4,2019-06-26 12:50:02,简装,有电梯,高楼层(共4层)板楼,6,6b744249791f0d2ee4e9e968c91a07ce,长兴,3,南,3个月以前,3室2厅,单位大院环境，三房带装修 框架结构中楼层,330,万,36913,生态环境与土壤研究所 
66.8,2019-06-26 12:50:02,简装,无电梯,中楼层(共7层)塔楼,10,a6e2751431b7d18c56d25de0ea1f2ebe,大沙地,10,北,13天以前,2室2厅,户型方正 小区中间 旺中带静 生活气息浓郁,185,万,27695,港湾一村 
167,2019-06-26 12:50:02,毛坯,有电梯,低楼层(共15层)2011年建塔楼,5,88ca8614ce7d9da06be27da59c2dd81d,镜湖大道,0,北,11个月以前,5室2厅,合和新城 毛坯五房两厅 看房方便,330,万,19761,合和新城3期2区 
78.9,2019-06-26 12:50:02,精装,有电梯,中楼层(共11层)1995年建塔楼,11,2878d8d5f63d09abbcd5714bbc74e587,大石,9,北,4个月以前,3室1厅,丽水湾 温馨三房 望花园 中楼层 环境优美,265,万,33587,富丽家园丽水湾 
74.57,2019-06-26 12:50:02,简装,有电梯,中楼层(共26层)2007年建塔楼,28,d139b1c4783a18c4779bd3fa38c3f6cd,粤垦,9,西南 西,9个月以前,2室1厅,富力院士庭二期高层两房     看小区花园游泳池,420,万,56323,富力院士庭 
105.1,2019-06-26 12:50:02,精装,无电梯,中楼层(共6层)2006年建板楼,3,1d23c9df120228f7f4cedf865a7d4026,汉溪,3,北,14天以前,3室2厅,南国奥林匹克花园 3室2厅 340万,340,万,32351,南国奥林匹克花园 
91.2,2019-06-26 12:50:02,简装,有电梯,中楼层(共17层)2011年建塔楼,66,d7d01b9c66cec5ad30c15b65d5e618d1,凤凰城,3,西北,4个月以前,3室2厅,翡翠绿洲 育才阳光苑 中高楼层三房,174,万,19079,翡翠绿洲育才阳光苑 
68.41,2019-06-26 12:50:02,简装,有电梯,中楼层(共23层)2000年建塔楼,43,e6b6b7f3ad1d1900bde2da013f69a87d,工业大道中,15,东北,1个月以前,2室1厅,保利花园  电梯高层 采光好 视野开阔,285,万,41661,保利花园 
95.53,2019-06-26 12:50:02,精装,有电梯,中楼层(共30层)2000年建塔楼,26,9c491327671cb5de3a0917d01b69aed2,人民路,20,东北,1个月以前,3室1厅,荔湾广场 精装三房 买进直接住 新净家私 格局舒适,250,万,26170,荔湾广场 
60,2019-06-26 12:50:02,简装,有电梯,高楼层(共27层)2014年建塔楼,35,2b36ee5bcc89f3c77d6bab93aa9380bc,铁路西,12,北,一年前,2室2厅,祈福天龙苑 证够两年 全新装修 采光好,128.5,万,21417,祈福万景峰祈福天龙苑 
83,2019-06-26 12:50:02,简装,无电梯,高楼层(共6层)板楼,34,a213ca5b60d4102f24cf058bd5eaf295,市桥,2,南,1个月以前,3室2厅,西丽路西环大街 3室2厅 138万,138,万,16627,西丽路西环大街 
63.87,2019-06-26 12:50:02,精装,有电梯,高楼层(共12层)2000年建塔楼,11,c41022d3536fef198130841adde75376,罗冲围,7,西北,31天以前,2室1厅,富力半岛花园 实用两房  格局方正,240,万,37577,富力半岛花园 
109.2,2019-06-26 12:50:02,简装,无电梯,低楼层(共6层)2002年建塔楼,12,cb044cbe27fc2a5b2c58f3c5dd66ad23,番禺客运站,10,北,2个月以前,3室2厅,过五唯一，无按揭，看房方便，随时可看,290,万,26557,金海岸花园金石碧苑 
82,2019-06-26 12:50:02,简装,无电梯,中楼层(共8层)2008年建塔楼,0,4a16c8c4abe08938260b95b28d7be251,景泰,43,东南 北,27天以前,2室1厅,景泰新村景泰中街 2室1厅 240万,240,万,29269,景泰新村景泰中街 
70.91,2019-06-26 12:50:02,精装,有电梯,低楼层(共33层)塔楼,26,3e12b93afe277448ad4f021986026cd0,黄花岗,16,东北,4个月以前,2室1厅,凯城华庭实用电梯两房，中层采光通风好,380,万,53590,凯城华庭 
81.27,2019-06-26 12:50:02,精装,有电梯,高楼层(共10层)2013年建塔楼,44,060d7014a43bd4bd76fcc36b20373ad8,铁路西,16,南,7个月以前,2室2厅,电梯高层 南向望花园 精装修 业主置换物业 诚心出售,125,万,15381,宝铼雅居 
79.1,2019-06-26 12:50:02,毛坯,有电梯,中楼层(共13层)2016年建塔楼,10,d393b2a52d472645633f05eb6914e979,白江,13,南,1个月以前,2室2厅,小区环境好，中高楼层，大房和厅都是超南，随时看房,160,万,20228,新景豪庭 
96,2019-06-26 12:50:02,精装,有电梯,高楼层(共33层)塔楼,14,0bae2849f3bc5f1a5829ad6fb9506339,香雪,39,南,1个月以前,3室2厅,中海誉城北苑 3室2厅 280万,280,万,29167,中海誉城北苑 
64,2019-06-26 12:50:02,精装,有电梯,高楼层(共9层)1993年建塔楼,39,b4ef69b2ac3aa6adbd2aad7d9c097971,南浦,3,东北,21天以前,2室2厅,丽江花园 丽茹楼  电梯两房 温馨舒适,165,万,25782,丽江花园丽茹楼 
92.99,2019-06-26 12:50:02,精装,有电梯,中楼层(共25层)2009年建塔楼,90,df6b10177f456ed05f63c5fbec176db6,科学城,2,南,8个月以前,3室2厅,万科新里程  配套成熟 交通便利 位置安静 望花园,305,万,32800,万科新里程 
76.24,2019-06-26 12:50:02,精装,有电梯,高楼层(共33层)2015年建塔楼,17,af6fdf0d7c3ef94824117b2f8ef31af3,新塘北,7,北,13天以前,2室2厅,业主自住，全新两房，省心省力，拎包入住,160,万,20987,锦绣天伦花园 
71,2019-06-26 12:50:02,简装,无电梯,中楼层(共7层)2006年建塔楼,30,848d94d73bbf0d3177ec50d0e125eaa1,新塘南,8,北,2个月以前,3室1厅,金色港湾南北向小三房中楼层，交通方便，,125,万,17606,金色港湾 
78.23,2019-06-26 12:50:02,精装,有电梯,中楼层(共30层)2010年建塔楼,27,0e381eb4c9ee44809c04a49e515c8c81,京溪,3,西北,4个月以前,3室2厅,京溪地铁站 君华香柏广场 实用三房 中高楼层,420,万,53688,恒骏花园香柏广场 
78.23,2019-06-26 12:50:02,精装,有电梯,高楼层(共30层)2010年建塔楼,12,6672aa044fde994d0d88824788bf3976,京溪,6,南 北,1个月以前,3室2厅,君华香柏广场  电梯高层 精装3房,410,万,52410,恒骏花园香柏广场 
80.33,2019-06-26 12:50:02,精装,有电梯,低楼层(共19层)2005年建塔楼,48,f4be197172da00ecc8346938c0a7ec39,桥南,21,东,1个月以前,2室2厅,花样年华一期单证过五年没按揭。,210,万,26143,番禺海伦堡花样年华一期 
60.58,2019-06-26 12:50:02,简装,无电梯,中楼层(共9层)1997年建塔楼,8,b6c5ecad40047d81f04938e01c2f7a64,棠下,6,东南,1个月以前,2室1厅,棠德花园 中层两房 过五唯一税费少,205,万,33840,棠德花园 
63.79,2019-06-26 12:50:02,精装,有电梯,高楼层(共32层)2005年建塔楼,71,b1de32aae05d2cc826e62be05c120d5c,金碧,7,南 北,2个月以前,2室1厅,金碧花园三期 实用电梯两房 高层视野好 有匙即看,265,万,41543,金碧花园第三金碧 
87.7,2019-06-26 12:50:02,精装,有电梯,低楼层(共33层)塔楼,83,5cea9f24718061e46ad26c2a668490bf,香雪,10,南,4个月以前,2室2厅,中海誉城南向两房 自住保养好 满两年省重税  诚心出售,220,万,25086,中海誉城北苑 
91.5,2019-06-26 12:50:02,简装,无电梯,高楼层(共9层)1995年建塔楼,148,d123fb484ed6022fbef651a26f409f01,大石,19,南,9个月以前,3室2厅,富丽家园  框架结构 格局方正 高层采光好,158,万,17268,富丽家园百佳楼 
